order_id;user_id;date;amount;currency;plan_id;product_id
3432e619-9e45-4f52-ad4a-6da74189f1eb;02ddf1d8-1496-4aff-b8e6-8585c565cd8e;6/1/2026;90000;ARS;a0b2ec6c-37f9-46af-8ec8-3d7ede9db32b;231
9aa85ed3-effe-4f2c-85b4-a5aa33656688;02ea62ed-989e-4df8-82a8-e4fad2d1dad9;14/3/2026;100;USD;02349528-c751-4782-ba4d-6be74387a241;242
e54ea400-5cb5-41c4-8ac3-cb2b3c3d341e;0281d500-4acf-4e11-9a94-fec1f48053cc;9/1/2026;120;USD;46a096a7-b6e1-4eb7-b45d-3c2fa1543e3f;211
f8edf922-7ded-47cd-9de2-33855987881e;026a8bdc-e682-4c11-b72a-17d9d198eaf2;20/1/2026;200;USD;d168f397-437b-4465-bdda-b2cd10ba6afc;156
89be3823-3d1a-4af4-9099-e8448f8cbdbe;011ba5c2-9607-4d43-8fcf-932f2aea5e95;12/3/2026;180000;ARS;6f0459cd-a675-4fad-b88a-68b2754a9787;211
8b0ba6cf-d0d1-4863-a4b6-796e27f33f2e;0367e7c8-7d02-4fec-bd72-41663157796e;22/2/2026;80;USD;d373fa59-1292-40c4-9415-dab4a3780422;165
4278ecf2-206a-4af6-85ed-7699fa1b21bc;03564ac4-f95f-4e6c-bb99-6baba5d4a345;17/1/2026;100;USD;c50b80fa-14ed-4506-a1ca-7e7ffde25f24;310
8c351976-c28d-4d6c-86b3-2b28497f40a3;00258dcb-8db8-4a63-a2b4-7ee038e9aa91;14/2/2026;160;USD;617830dc-a649-4b07-b9a3-636b37d265c2;260
66ed6665-c11a-4ec6-9e2b-282a8b02d287;009a3271-6aa3-48c3-8ba1-3c31e2700ee9;9/1/2026;120000;ARS;e7876c8f-06a9-4e09-9b8d-58184d45a325;167
82090456-7a25-440d-84be-3518fb6d8e55;0047a82e-69ee-47cd-98c9-9f6758e976ae;13/3/2026;80;USD;b09783c1-f8b6-4c06-9a33-aefb31fafbe0;165
0cb0e8f9-9be4-4f33-8cfc-b7060265b217;01e190ea-0f93-4980-aaf5-1ee3fc1fbf8c;3/1/2026;270000;ARS;c015b1f2-fb7d-4d89-aca1-af9248c58dba;180
ff950cda-d59a-4d39-b83f-69e36504a810;008c195b-a207-41df-92b1-9196d1191754;2/1/2026;180000;ARS;1571dbf0-2d07-458d-8fe8-c49bbab44c3e;211
db7e9e63-f225-491d-b5c7-88754be2e4e4;01cd632c-bba2-4cf3-98de-c090a0fb558c;25/2/2026;210000;ARS;62b3892f-39de-4026-86a7-3f301dbd8dd3;157
fedda38e-2520-484f-817c-51720c52d4bd;00cf9fbb-c78a-40fe-85ca-cd5bcafe3bae;13/1/2026;140;USD;f0abedf1-3e04-438a-af49-d845c57deec4;157
ceaa4332-12ab-4a1d-9a22-98e35fa86bd3;0038df00-176e-4c94-a1b9-0773345ec45d;1/1/2026;240000;ARS;59592ede-dd93-4919-8fb4-89e87777be96;260
ab37ae42-7b10-42b1-ad1a-6d263d877367;0214f539-376d-44df-966e-80496c7e449b;28/2/2026;150000;ARS;1b4201bc-37db-4480-a002-e50b2c283042;172
bcd03b73-9750-4a12-be7f-5deaf04c9f34;00d4b214-fd3d-429b-bd9e-ab6b9322c2b8;21/2/2026;100;USD;f23ad5e2-0721-40d8-8906-f88bff10f9f1;172
3f45be98-ee3d-4e6c-b57b-e6b51ef98700;00f5ed50-9835-4b99-9212-6c973c69ea56;23/1/2026;108000;ARS;15eb9d0c-f9df-4370-a259-c5b6ce6182c1;199
9eea1113-6c29-4705-95c5-64a19664e8b0;020ab261-429a-486f-a781-87e11093b1ed;16/2/2026;90000;ARS;2fbdda30-ad42-4689-a379-18dd19339487;164
c7a990e8-1028-4635-96f5-8c17b0c0142f;001ae349-4feb-4a27-91b4-3a5123fd7bee;25/2/2026;270000;ARS;a2ace678-21a8-4ed1-8017-f8fabf867656;180
0223689c-d8e8-4439-b382-534e4a62c57a;0220c4ae-9e46-469b-866d-9b1ff7e854f6;19/3/2026;150000;ARS;5ab5379b-5dd2-4b3c-a74d-690a9bd16ac1;310
e95824de-0ae5-451b-bb31-c992fab74607;024e47c2-fabe-448e-8c68-c78af35eaf8e;13/3/2026;100;USD;66156447-a168-4236-b239-13782817556e;242
318d2465-b43b-416d-aabd-e32e5520d9d8;00bcbf9f-5138-4c74-9447-c1c8d54a612f;5/3/2026;140;USD;18fda193-b103-4547-9927-d2e5741d98cf;157
3768cd20-2baa-42c8-a35a-2542b806b065;007f4f5c-af1f-4d92-a872-e20f023ab448;14/1/2026;160;USD;75bb354e-1949-4089-92b7-8577691303e7;280
62fc7c16-16f9-4327-a4b1-463011e810f1;031d0f1e-e13b-4d4c-abf7-30eb14e8454f;13/1/2026;270000;ARS;eb8572ea-f220-465d-9b95-a5668f1e49f8;180
f4a16881-5a89-4cc8-bde1-66a3be93648c;0363873d-08cf-4f5b-9ade-39374bd3ef33;20/2/2026;120;USD;0b81be9d-5597-43d2-b2c4-5388b686fa4b;211
34ff96d5-6b2c-45dc-a432-dd75890bbefc;00cc5607-4f08-417e-998a-6bded7b0b4a7;27/1/2026;90000;ARS;0e16fa9a-486c-496b-9469-d8fb726fc904;164
cbdfa281-29b9-45a5-ab53-8e61447237a5;01107eae-1fd4-4730-81f7-1e51a765cdc9;5/3/2026;240000;ARS;e7763ee8-ede4-498f-9245-3a512c183840;280
573f7bbf-578e-45b1-922d-0072645b3c0a;029b43b2-5bef-466d-a361-13e39665e2da;12/3/2026;120000;ARS;68c66eed-a155-41e5-b72f-1eaa7660920f;167
6b5f928d-e209-4585-b8a9-7e7f599d7b3b;02b61222-0828-41e9-8213-b8f9dca99da3;29/1/2026;240000;ARS;fadc0f07-aa97-4919-b3c0-14d540aeec1d;280
07e22b0b-138a-4419-ad1f-f38a377dfa9b;0143d89f-d3dd-412f-921c-eefe13e2f70b;5/2/2026;100;USD;a2dfe123-e858-4ec0-9f49-27e28dfa9672;310
712a57c6-d298-4d8b-869a-6225ca014746;02ec9995-5941-40a4-af7d-ee4adab9495a;26/2/2026;300000;ARS;605186c1-d9ad-4552-ac64-937f9d1b5479;156
2336a0a2-a85a-4a44-9736-767f631f56a1;006baafc-3fe4-45f2-b678-12ea81c993d0;6/1/2026;80;USD;8072273a-c91e-4e5d-bc2a-7bb3056ad72a;165
22844122-ed3e-466e-8438-a161deabb93a;0312ce7c-5de5-4604-8908-5eaf3c8f0422;11/3/2026;200;USD;64927956-5bcf-4fbb-b501-7477f039babc;156
254ad44d-8f7a-4f22-a77b-b08599562a7a;016dbae7-4040-4e7a-979c-f5d9ac4d680c;25/2/2026;60;USD;ffb7b3b7-a743-4515-9d1b-4960eabadb3a;231
8e5d7ff1-ea80-4440-8fb4-fa2df3d31941;0119a46a-bcf4-427c-8565-fd4f9f822e6f;14/3/2026;120000;ARS;a41eaa6e-dbbb-459d-a272-51eb24555738;165
cdcdbf2d-d732-4147-ad70-b5c02d7df45a;02a1be9b-81cf-4390-91bc-4af61aeeb5ec;2/3/2026;108000;ARS;7ad37fa9-47f0-4286-a3d9-807b3517777a;199
b43d2aa0-0826-46e6-8e02-455bb9fd844f;02b040e0-35c5-49cc-80de-bb30c1b80258;18/3/2026;240000;ARS;80354641-3f52-419b-ac23-b3923e3961b9;260
45b5bf28-1e92-4ed4-af7e-91201e2defd8;032e2cd0-fba4-4159-a180-8950d7657f6f;5/2/2026;72;USD;000e12eb-1a79-4938-8a24-503810695f53;199
dabba45d-e655-4d8c-8b4c-2b7ca693d2b0;010f963e-1958-4255-86e0-0b1fca6ef338;7/2/2026;120000;ARS;56a84363-1a04-4c56-b907-f15b4ace51eb;167
3aae3697-6379-44a2-ac77-040be752fa10;01d95172-2a29-47f3-95f5-3c9ce0e1565c;13/1/2026;100;USD;21c4530f-7e41-4553-9c66-eb9f5cac8a51;242
6efdbf5e-0f20-4ccd-9312-1a023e6ae5eb;006a23b6-ce40-486f-81d1-42b6264f17e4;10/3/2026;100;USD;f76bd48a-ebb9-4a0b-872b-8096e8af7876;301
c82c8924-7d6e-448e-a5fa-81a229bb9dce;01c34cad-f11d-4a25-8432-21a67deb58cb;5/2/2026;150000;ARS;b00fc984-2003-4fa2-bf06-fc1c154202c2;242
9a2c5a14-02bb-4584-82b2-0cebd54840fc;02067edd-48fc-41dc-b885-7616d6ca236e;27/2/2026;120;USD;5d32daf6-b0b7-4518-9522-7056e64d758f;211
94b1d764-c867-4b8e-8510-3f28f1a0c9e3;0007139e-997a-4d55-a7f1-9604d93c2420;12/2/2026;150000;ARS;d72010f9-ad07-41ea-b539-755265590f40;201
10d1e48b-e04e-4ead-adcb-f51610bd7e12;0308b35b-1ea7-4cb0-a9f7-7dc42e44f0d5;20/1/2026;100;USD;011b7844-c873-4669-89a5-524dd942c07b;301
e8971a2c-cd0b-4a33-9d9b-0a86ca71cf41;0152cf50-8aea-45ed-a71c-6a929a015728;18/3/2026;120000;ARS;8c217ded-9613-4dea-b28a-618f0b286115;165
028a3dd6-7d42-49da-8f0b-aa0d11756976;00a0349e-0374-497b-a28d-22ec8e7da58a;10/3/2026;270000;ARS;886df3eb-8d32-4601-a8ac-cfa83bb9338a;180
66669968-c4cb-4079-8794-e15106543cc1;03620a69-aeaa-43b5-98db-2f872b507bc1;17/3/2026;100;USD;b983d69c-0b8f-416a-8f79-797286113bc7;201
65b9b8b1-026c-4499-adfe-cd34ce51f7e1;0195ce82-b14c-4f8c-8ca1-3f4f7e4e08fe;11/3/2026;180;USD;4d87031e-7612-4a33-88e7-0ff398408183;180
3a9e9924-357f-4634-b2b0-fe2d06aa7a7a;0117acb6-9491-40ff-8cbe-914d6a3acf5a;6/3/2026;80;USD;efac7e90-8cb5-486d-b88a-f877e145eafe;167
baecc8b8-1a8d-40cc-8e13-d4a8fe430345;0320e2d0-8546-401e-a55d-a894389c45d4;17/1/2026;108000;ARS;7a9baccb-a4bb-4788-b939-187c8dbbcdec;199
ffdac7fc-0295-4a73-b3db-3806d06d09b2;00b2177b-8bec-4867-84a5-0376e79b317d;18/3/2026;240000;ARS;7e84cd7d-bf7b-4d67-be71-f91d36d5bad8;260
4657ef0f-82ea-48bb-9b0e-2762e2452de7;025bc95b-afeb-488c-b2a1-e20323ef32a1;18/3/2026;270000;ARS;e9b4a380-5046-4cd4-a5d2-88504f896061;180
95d42d88-aebb-4d6a-b0cb-ac3a6eff46d7;01107eae-1fd4-4730-81f7-1e51a765cdc9;21/3/2026;90000;ARS;c957e247-f230-49da-b35e-eb9364624109;231
ca81c6d3-113a-4753-9843-fd126cbde160;0308b35b-1ea7-4cb0-a9f7-7dc42e44f0d5;20/2/2026;120000;ARS;0e9c4a5a-b78d-460b-8107-9ddb5c893b4c;167
4b3111d5-6489-48d4-aa07-ff5f2c10feb5;03620a69-aeaa-43b5-98db-2f872b507bc1;14/3/2026;270000;ARS;b13ce51e-97c7-4e4a-a30a-063f24cb1893;180
3df75bf8-4d56-456e-a36c-90f243ab37b6;006baafc-3fe4-45f2-b678-12ea81c993d0;26/2/2026;90000;ARS;7c0f1691-7bc3-48cc-87d7-8915e53c67af;164
a926a30a-fcac-4654-aa9a-598caf6b889a;0320e2d0-8546-401e-a55d-a894389c45d4;7/3/2026;210000;ARS;f12df3a2-739a-4cdb-b433-bf651c7870dc;157
b06e26bc-b3a3-4660-a7a1-cf5be166fb10;0143d89f-d3dd-412f-921c-eefe13e2f70b;18/3/2026;240000;ARS;ab49b4f1-c02f-48f0-99a4-e36f9b69b7d1;280
8dbfd0e4-46a4-475b-b970-5e6f97ed53ed;010f963e-1958-4255-86e0-0b1fca6ef338;26/2/2026;90000;ARS;317968e3-a24c-4523-9306-732f4e6c8e04;164
d239cff8-9c59-4d2b-91e5-0a8f6217d53d;00cc5607-4f08-417e-998a-6bded7b0b4a7;2/1/2026;300000;ARS;7a0a2b2e-c3ae-4a58-87a0-d56818aacdd4;156
886ea325-8ac8-4ab0-b96f-92bbafe3a974;02b61222-0828-41e9-8213-b8f9dca99da3;11/3/2026;300000;ARS;db02ac56-5eab-4004-bbec-d744d655669d;156
35651fd3-557c-4cdb-9547-3b9092c8138c;02067edd-48fc-41dc-b885-7616d6ca236e;28/1/2026;150000;ARS;00124c43-ce70-4b3f-ba18-0571e1eff72f;310
41c01479-6637-4293-b18a-fff3a0a4f195;0312ce7c-5de5-4604-8908-5eaf3c8f0422;22/3/2026;120000;ARS;9c92bfce-3921-41fd-8582-ff1d1a481a6c;167
2c66f2ba-22b0-45d1-a6ca-b2aefc8ff5de;032e2cd0-fba4-4159-a180-8950d7657f6f;17/3/2026;210000;ARS;01d2d40b-3dd8-4cc2-beeb-e4a467120bc4;157
e385fb17-9cd7-4629-9a0a-e54ff535d580;02b040e0-35c5-49cc-80de-bb30c1b80258;24/2/2026;150000;ARS;6e178a9b-53c3-4155-855e-f125e6f7cb1f;310
2d8f4d19-f1d7-458b-850c-dd45408c6034;00b2177b-8bec-4867-84a5-0376e79b317d;7/3/2026;180000;ARS;a23db627-58b7-40eb-8371-cfbd45818f4f;211
2df44ce1-c853-408c-aa22-2dcf4221eaef;0363873d-08cf-4f5b-9ade-39374bd3ef33;24/1/2026;150000;ARS;d971378b-a485-42d7-aa1f-1d8fa2624c62;201
77b1b5b9-34b2-46ae-9441-40f2c0de24e9;01d95172-2a29-47f3-95f5-3c9ce0e1565c;8/1/2026;240000;ARS;c943f238-2113-450b-a431-9b6d96063b70;280
3927a9df-e3ad-45a2-9dfc-877761d9f0fb;029b43b2-5bef-466d-a361-13e39665e2da;11/2/2026;150000;ARS;b5ee1286-e245-4108-9661-050601071f73;201
dd10a431-3943-4bf4-8ff5-da0942bf2165;01c34cad-f11d-4a25-8432-21a67deb58cb;13/3/2026;210000;ARS;3da7d1b0-e012-4aa2-8755-9c86789a8a14;157
3cf3b417-09df-443e-8da1-003142ab6a4f;02ec9995-5941-40a4-af7d-ee4adab9495a;7/2/2026;180000;ARS;2dd6f3da-9755-40a3-b506-a38534f19c91;211
3f05747a-2b92-4016-8f63-8c5ac42f7096;0119a46a-bcf4-427c-8565-fd4f9f822e6f;5/2/2026;270000;ARS;6c81b08b-bc15-410f-9a4c-055f8e30a532;180
4b1332f9-261c-424d-af18-4081f06420ba;02a1be9b-81cf-4390-91bc-4af61aeeb5ec;14/2/2026;150000;ARS;8cc0618a-9609-4ad2-853d-a642be399247;172
